origin_month,n_hours,MAE,RMSE,MAPE
2025-07,744,4098.171953797305,4546.964238507925,30.983265059811472
2025-08,744,2341.8905362331225,2833.906835278935,17.19565886792314
2025-09,720,1190.5603695368764,1401.034828968017,11.309412241201176
2025-10,744,1594.212233143004,1725.9173826069057,20.655550934071414
2025-11,720,1005.688272601963,1193.9365797475828,12.226100115779124
2025-12,744,538.2771914682933,660.6183381667233,6.123919499382864
