origin_month,n_hours,MAE,RMSE,MAPE
2025-07,744,1386.1491063225264,1719.2024150573832,9.409513653832166
2025-08,744,1073.784071594699,1341.0682235659356,8.639805082387015
2025-09,720,1756.7739399185818,2039.4700060237044,15.660631863550254
2025-10,744,431.8425459870751,552.603521259305,5.499674481462136
2025-11,720,401.32700904610766,566.4543216270133,4.738754964182975
2025-12,744,357.3371382724195,465.02562637136407,3.961708544316166
