origin_month,n_hours,MAE,RMSE,MAPE
2025-07,744,1073.662034457602,1308.8109190720786,7.756425536933012
2025-08,744,872.2527138479905,1127.4206645892286,6.477571419852868
2025-09,720,2175.052359971132,2748.2712753304536,23.09834680875879
2025-10,744,680.6776917352711,861.1663440385072,8.866232288083415
2025-11,720,411.10016487320115,563.5223740350744,4.957900453246525
2025-12,744,332.7730858231128,433.10041635158774,3.7668401142800767
